name,Count!!RACE!!Total population,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Two or More Races,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Hispanic or Latino,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!White alone,Zip Code Area
ZCTA5 86436,1938,84,27,2,9,14,166,1633,86436
ZCTA5 86437,92,4,31,0,1,0,14,42,86437
ZCTA5 86438,945,70,18,2,13,4,107,721,86438
ZCTA5 86440,7310,352,637,32,46,36,1221,4960,86440
ZCTA5 86441,1919,99,14,6,17,15,384,1374,86441
ZCTA5 86442,34171,1492,294,62,401,473,8722,22600,86442
ZCTA5 86443,16,0,0,0,0,0,0,16,86443
ZCTA5 86444,1491,40,12,1,16,9,94,1319,86444
ZCTA5 86445,354,16,5,1,1,3,25,302,86445
ZCTA5 86502,1032,25,958,1,4,0,10,33,86502
ZCTA5 86503,9851,105,9249,0,35,95,121,246,86503
ZCTA5 86504,5723,99,5307,0,17,55,106,134,86504
ZCTA5 86505,6605,93,6309,1,12,37,98,55,86505
ZCTA5 86506,1415,21,1346,1,0,0,36,10,86506
ZCTA5 86507,1912,8,1878,0,1,3,17,5,86507
ZCTA5 86508,606,9,570,1,1,3,16,5,86508
ZCTA5 86510,4815,78,4619,0,8,17,34,57,86510
ZCTA5 86511,3603,47,3435,1,0,1,53,65,86511
ZCTA5 86512,2146,56,1893,1,17,11,56,108,86512
ZCTA5 86514,2399,24,2280,5,3,14,34,39,86514
ZCTA5 86515,3634,52,3405,0,4,0,69,104,86515
ZCTA5 86520,2361,49,2273,0,1,0,35,3,86520
ZCTA5 86535,1051,5,1039,0,0,0,2,3,86535
ZCTA5 86538,2355,20,2270,0,0,0,19,41,86538
ZCTA5 86540,1099,14,1083,0,0,0,2,0,86540
ZCTA5 86544,1060,14,1022,0,0,2,15,7,86544
ZCTA5 86545,1414,10,1358,2,4,12,17,11,86545
ZCTA5 86547,1094,28,1043,0,3,2,17,1,86547
ZCTA5 86556,2398,57,1936,0,3,11,92,294,86556
ZCTA5 87001,3785,28,2935,3,9,9,587,209,87001
ZCTA5 87002,21225,483,312,10,197,73,12897,7119,87002
ZCTA5 87004,10859,179,1541,6,59,67,6346,2624,87004
ZCTA5 87005,613,30,85,0,0,1,145,352,87005
ZCTA5 87006,705,16,6,0,5,3,442,232,87006
ZCTA5 87007,1214,15,1122,0,1,0,47,17,87007
ZCTA5 87008,2449,109,22,1,20,12,484,1771,87008
ZCTA5 87010,1165,55,9,0,18,13,150,917,87010
ZCTA5 87011,26,1,3,0,2,0,11,9,87011
ZCTA5 87012,256,7,4,0,0,1,203,41,87012
ZCTA5 87013,4445,81,3253,2,13,5,781,299,87013
ZCTA5 87014,584,10,61,0,2,1,462,47,87014
ZCTA5 87015,12833,553,145,7,56,60,3348,8564,87015
ZCTA5 87016,3091,68,43,0,23,4,1590,1356,87016
ZCTA5 87017,367,9,3,0,0,4,303,47,87017
ZCTA5 87018,560,5,524,0,0,0,26,4,87018
ZCTA5 87020,11471,256,2129,2,168,165,5572,3134,87020
ZCTA5 87021,2811,64,518,0,60,8,1322,830,87021
ZCTA5 87022,678,4,592,0,0,2,72,7,87022
ZCTA5 87023,560,12,4,0,2,0,382,156,87023
ZCTA5 87024,2372,31,2001,0,1,4,168,161,87024
ZCTA5 87025,1212,42,24,0,8,19,197,919,87025
ZCTA5 87026,3991,55,3208,5,14,19,335,251,87026
ZCTA5 87027,237,3,6,0,0,3,162,59,87027
ZCTA5 87028,113,5,0,0,0,4,67,37,87028
ZCTA5 87029,217,9,15,0,0,0,46,142,87029
ZCTA5 87031,45208,1105,1076,19,502,225,28391,13660,87031
ZCTA5 87032,347,22,11,0,3,6,113,192,87032
ZCTA5 87034,3190,48,2990,0,8,4,78,62,87034
ZCTA5 87035,7285,279,120,1,65,26,2864,3884,87035
ZCTA5 87036,1745,41,30,1,19,5,732,900,87036
ZCTA5 87037,1170,21,1098,0,3,1,36,11,87037
ZCTA5 87038,513,10,453,0,0,0,32,3,87038
ZCTA5 87040,474,1,451,0,0,0,11,3,87040
ZCTA5 87041,734,11,94,1,1,11,511,102,87041
ZCTA5 87042,3364,83,76,0,21,17,1844,1307,87042
ZCTA5 87043,5090,147,53,10,60,69,1015,3705,87043
ZCTA5 87044,378,11,46,2,1,2,215,95,87044
ZCTA5 87045,2184,35,1946,1,0,1,88,111,87045
ZCTA5 87046,153,3,2,0,0,3,36,108,87046
ZCTA5 87047,5460,208,50,1,36,44,1088,3979,87047
ZCTA5 87048,8888,281,167,2,82,99,2368,5834,87048
ZCTA5 87049,143,2,20,0,5,0,73,43,87049
ZCTA5 87051,866,10,38,0,6,3,586,219,87051
ZCTA5 87052,3102,11,2768,0,0,0,317,6,87052
ZCTA5 87053,967,5,769,0,0,1,145,47,87053
ZCTA5 87056,995,37,7,0,7,10,254,674,87056
ZCTA5 87059,9366,355,112,2,52,54,2555,6148,87059
ZCTA5 87060,55,1,0,0,0,0,29,25,87060
ZCTA5 87061,295,6,4,0,4,0,177,104,87061
ZCTA5 87062,1709,42,52,1,9,2,1020,570,87062
ZCTA5 87063,248,4,3,0,0,0,159,77,87063
ZCTA5 87064,161,0,1,0,0,1,91,67,87064
ZCTA5 87068,4938,151,861,2,13,14,1794,2050,87068
ZCTA5 87070,16,2,2,0,0,0,3,9,87070
ZCTA5 87072,635,10,587,0,1,0,33,4,87072
ZCTA5 87083,448,19,78,0,4,1,72,273,87083
ZCTA5 87101,19,0,0,0,1,0,13,5,87101
ZCTA5 87102,20610,604,1213,17,705,282,11993,5653,87102
ZCTA5 87104,12537,355,451,10,242,144,6643,4633,87104
ZCTA5 87105,54151,659,2236,28,534,166,42521,7755,87105
ZCTA5 87106,26987,1148,1355,30,1039,1287,9696,12255,87106
ZCTA5 87107,30340,914,1189,11,537,339,16302,10876,87107
ZCTA5 87108,36773,1326,2626,37,1762,828,17717,12263,87108
ZCTA5 87109,40740,1519,2772,26,1298,1422,14192,19294,87109
ZCTA5 87110,38441,1494,1611,31,986,1181,15200,17699,87110
ZCTA5 87111,56121,2344,1870,35,1325,2383,14365,33494,87111
ZCTA5 87112,42487,1732,1766,29,1134,1315,15401,20852,87112
ZCTA5 87113,16380,629,477,19,288,1666,6540,6675,87113
ZCTA5 87114,69402,2551,2963,92,2059,1822,32644,26934,87114
ZCTA5 87116,4578,314,66,30,384,155,910,2674,87116
ZCTA5 87117,0,0,0,0,0,0,0,0,87117
ZCTA5 87120,64643,1923,2845,50,1817,1579,34324,21803,87120
ZCTA5 87121,77802,1148,2500,39,1808,737,63299,8016,87121
ZCTA5 87122,18225,780,112,18,174,1612,3752,11700,87122
ZCTA5 87123,44110,1653,2163,57,1564,2184,18657,17648,87123
ZCTA5 87124,59781,2313,1728,68,1301,1241,24545,28307,87124
ZCTA5 87144,46333,1721,1682,74,1276,783,20177,20390,87144
ZCTA5 87151,1297,1,85,0,112,0,660,439,87151
ZCTA5 87301,22438,816,10544,15,207,677,6255,3828,87301
ZCTA5 87305,2698,32,2395,3,5,3,118,141,87305
ZCTA5 87310,835,14,799,0,1,0,16,4,87310
ZCTA5 87311,5120,62,4802,0,2,3,193,57,87311
ZCTA5 87312,575,12,449,0,2,3,33,76,87312
ZCTA5 87313,5383,67,5016,3,30,52,103,111,87313
ZCTA5 87315,235,14,5,0,0,0,33,183,87315
ZCTA5 87316,1596,17,1530,0,1,1,33,14,87316
ZCTA5 87317,1594,42,732,1,8,11,674,124,87317
ZCTA5 87319,2965,38,2556,2,10,4,245,110,87319
ZCTA5 87320,717,5,699,0,0,0,11,2,87320
ZCTA5 87321,1964,64,1025,0,6,13,88,764,87321
ZCTA5 87322,826,32,699,0,1,2,34,56,87322
ZCTA5 87323,4050,81,3223,1,10,38,277,418,87323
ZCTA5 87325,2032,14,1900,1,8,28,44,35,87325
ZCTA5 87326,2437,52,2126,0,3,2,62,187,87326
ZCTA5 87327,7454,64,7033,1,7,77,163,107,87327
ZCTA5 87328,2965,44,2824,1,13,25,40,17,87328
ZCTA5 87347,343,12,99,0,2,1,50,179,87347
ZCTA5 87357,1459,33,1320,0,0,12,51,42,87357
ZCTA5 87364,1553,13,1508,0,0,2,26,4,87364
ZCTA5 87365,57,0,56,0,0,0,1,0,87365
ZCTA5 87375,4235,46,3945,4,8,1,162,62,87375
ZCTA5 87401,44724,1661,14710,33,363,373,10579,16826,87401
ZCTA5 87402,11646,560,1788,1,74,150,2597,6413,87402
ZCTA5 87410,16064,661,1623,7,36,64,3743,9815,87410
ZCTA5 87412,766,37,87,1,4,13,327,294,87412
ZCTA5 87413,14652,398,3846,4,33,71,4536,5708,87413
ZCTA5 87415,1708,89,119,1,1,4,391,1087,87415
ZCTA5 87416,5310,110,4603,3,6,4,153,429,87416
ZCTA5 87417,5838,232,3375,1,16,33,663,1507,87417
ZCTA5 87418,1052,59,98,3,4,4,141,740,87418
ZCTA5 87419,296,16,7,2,1,0,52,215,87419
ZCTA5 87420,10462,105,9958,8,11,107,158,114,87420
ZCTA5 87421,1717,69,1237,1,0,18,103,288,87421
ZCTA5 87455,1641,13,1551,1,4,32,24,15,87455
ZCTA5 87461,1313,18,1278,0,1,1,14,1,87461
ZCTA5 87499,602,6,555,0,0,5,19,17,87499
ZCTA5 87501,15116,517,158,5,105,224,4174,9819,87501
ZCTA5 87505,32078,1042,458,15,355,676,11982,17348,87505
ZCTA5 87506,15253,430,1903,12,60,157,5980,6627,87506
ZCTA5 87507,51338,971,773,16,407,776,35111,12980,87507
ZCTA5 87508,19156,589,294,13,177,243,7179,10524,87508
ZCTA5 87510,1207,19,15,0,7,22,727,413,87510
ZCTA5 87511,2821,20,51,0,9,3,2386,331,87511
ZCTA5 87512,213,10,0,0,2,1,150,48,87512
ZCTA5 87513,1143,23,19,0,0,5,561,527,87513
ZCTA5 87514,1748,62,17,1,2,21,760,867,87514
ZCTA5 87515,279,0,4,0,0,2,254,19,87515
ZCTA5 87516,132,3,1,0,0,0,106,22,87516
ZCTA5 87517,460,33,6,0,1,2,49,362,87517
ZCTA5 87518,103,0,1,0,0,1,87,14,87518
ZCTA5 87519,399,2,7,0,0,0,279,111,87519
ZCTA5 87520,1448,29,21,0,10,6,844,532,87520
ZCTA5 87521,899,23,20,0,3,1,642,200,87521
ZCTA5 87522,3463,33,13,1,11,1,3005,392,87522
ZCTA5 87523,380,4,3,0,0,0,352,21,87523
ZCTA5 87524,203,7,0,0,0,3,152,41,87524
ZCTA5 87525,91,1,3,0,0,0,10,77,87525
ZCTA5 87527,990,23,6,0,3,1,578,371,87527
ZCTA5 87528,3641,48,2892,1,26,54,502,90,87528
ZCTA5 87529,4846,120,87,0,21,21,2220,2333,87529
ZCTA5 87530,916,8,10,0,0,1,704,193,87530
ZCTA5 87531,310,7,2,0,0,0,146,153,87531
ZCTA5 87532,19017,239,1582,4,83,166,14294,2581,87532
ZCTA5 87535,1350,53,8,0,4,8,679,588,87535
ZCTA5 87537,2486,28,50,0,11,3,2106,278,87537
ZCTA5 87538,439,14,8,0,5,0,231,180,87538
ZCTA5 87539,287,4,3,0,1,0,235,44,87539
ZCTA5 87540,1052,39,9,1,3,24,206,761,87540
ZCTA5 87543,251,1,7,0,0,3,181,56,87543
ZCTA5 87544,13548,634,76,13,129,1050,2416,9128,87544
ZCTA5 87547,5873,255,40,2,28,173,1019,4320,87547
ZCTA5 87548,650,6,7,0,1,0,514,118,87548
ZCTA5 87549,1216,18,18,0,3,5,880,275,87549
ZCTA5 87551,347,5,1,0,0,1,198,137,87551
ZCTA5 87552,3308,48,12,0,7,9,2462,740,87552
ZCTA5 87553,1023,20,163,0,0,3,722,111,87553
ZCTA5 87554,45,3,2,0,0,1,35,4,87554
ZCTA5 87556,2259,32,24,1,13,13,1555,614,87556
ZCTA5 87557,6481,144,127,1,12,24,4144,1987,87557
ZCTA5 87558,724,14,1,0,6,1,72,627,87558
ZCTA5 87560,1202,33,14,0,5,3,863,280,87560
ZCTA5 87562,505,9,2,0,2,1,308,181,87562
ZCTA5 87564,389,12,2,0,2,2,138,230,87564
ZCTA5 87565,317,8,11,0,0,2,220,75,87565
ZCTA5 87566,3377,39,1406,2,12,9,1663,225,87566
ZCTA5 87567,1270,14,24,1,0,1,1060,166,87567
ZCTA5 87569,340,8,4,0,1,0,245,78,87569
ZCTA5 87571,11650,376,1326,1,59,92,4946,4756,87571
ZCTA5 87573,79,2,0,0,3,1,49,24,87573
ZCTA5 87575,618,8,18,0,1,3,455,133,87575
ZCTA5 87577,546,17,6,0,8,2,177,317,87577
ZCTA5 87578,531,9,4,0,1,0,391,126,87578
ZCTA5 87579,795,20,14,0,4,1,584,168,87579
ZCTA5 87580,453,12,1,0,0,1,150,285,87580
ZCTA5 87581,85,2,0,0,0,0,57,26,87581
ZCTA5 87582,1432,10,8,0,5,1,1176,228,87582
ZCTA5 87583,245,13,0,0,0,0,191,36,87583
ZCTA5 87701,18387,260,187,2,211,104,14627,2916,87701
ZCTA5 87710,1616,74,13,3,3,14,272,1236,87710
ZCTA5 87711,590,1,2,0,0,1,511,75,87711
ZCTA5 87712,232,2,0,0,2,4,167,57,87712
ZCTA5 87713,223,3,1,0,0,0,180,39,87713
ZCTA5 87714,917,35,9,0,3,1,488,378,87714
ZCTA5 87715,636,7,0,0,0,2,553,74,87715
ZCTA5 87718,642,14,2,2,0,3,160,450,87718
ZCTA5 87722,535,2,7,0,0,1,393,132,87722
ZCTA5 87723,294,7,2,0,3,1,248,33,87723
ZCTA5 87724,98,0,0,0,0,0,74,24,87724
ZCTA5 87728,379,12,5,4,0,2,163,190,87728
ZCTA5 87729,78,2,0,0,0,0,22,54,87729
ZCTA5 87730,42,2,0,0,0,0,13,27,87730
ZCTA5 87731,437,9,24,0,26,3,151,221,87731
ZCTA5 87732,1064,17,3,0,0,2,878,161,87732
ZCTA5 87733,138,4,0,0,0,0,71,63,87733
ZCTA5 87734,148,5,2,0,0,1,85,53,87734
ZCTA5 87735,52,3,0,0,0,1,36,12,87735
ZCTA5 87736,269,1,2,0,1,0,228,37,87736
ZCTA5 87740,7138,126,49,1,13,30,3858,3043,87740
ZCTA5 87742,497,20,4,0,2,3,274,189,87742
ZCTA5 87743,312,9,0,0,1,0,166,135,87743
ZCTA5 87745,714,18,9,0,1,2,434,250,87745
ZCTA5 87746,126,1,1,0,0,0,59,65,87746
ZCTA5 87747,1516,41,30,1,6,10,894,532,87747
ZCTA5 87749,67,3,0,0,0,0,13,50,87749
ZCTA5 87750,8,0,0,0,0,0,2,6,87750
ZCTA5 87752,378,9,4,0,4,2,289,70,87752
ZCTA5 87753,182,6,1,0,0,0,127,46,87753
ZCTA5 87801,9934,276,340,8,95,265,5658,3237,87801
ZCTA5 87820,137,1,0,0,4,0,57,74,87820
ZCTA5 87821,640,19,14,0,3,0,86,513,87821
ZCTA5 87823,589,17,5,0,0,8,303,250,87823
ZCTA5 87824,219,2,0,0,0,0,29,188,87824
ZCTA5 87825,2802,65,1522,0,8,9,543,651,87825
ZCTA5 87827,354,11,13,0,0,0,43,279,87827
ZCTA5 87828,279,4,1,0,0,0,184,90,87828
ZCTA5 87829,856,22,12,0,13,8,92,702,87829
ZCTA5 87830,854,33,6,0,13,0,230,559,87830
ZCTA5 87831,180,0,0,0,0,0,75,105,87831
ZCTA5 87832,520,20,11,0,2,4,232,248,87832
ZCTA5 87901,6515,261,69,0,52,94,1890,4130,87901
ZCTA5 87930,834,8,2,1,3,3,613,204,87930
ZCTA5 87931,633,19,7,1,1,0,99,503,87931
ZCTA5 87933,50,4,0,0,0,0,27,19,87933
ZCTA5 87935,1817,75,10,0,8,15,255,1450,87935
ZCTA5 87936,433,3,3,0,0,2,340,79,87936
ZCTA5 87937,3009,26,7,1,5,1,2684,279,87937
ZCTA5 87939,107,4,1,0,1,0,7,94,87939
ZCTA5 87940,450,5,1,0,0,1,374,67,87940
ZCTA5 87941,959,7,4,0,0,0,879,69,87941
ZCTA5 87942,1040,40,11,0,4,5,262,715,87942
ZCTA5 87943,235,5,5,0,0,0,61,162,87943
ZCTA5 88001,36831,808,466,24,901,658,24592,9218,88001
ZCTA5 88002,940,73,2,1,88,28,197,542,88002
ZCTA5 88003,495,18,14,0,16,8,139,300,88003
ZCTA5 88004,605,3,6,0,32,0,6,558,88004
ZCTA5 88005,26997,534,212,12,377,182,16007,9535,88005
ZCTA5 88007,24803,454,118,13,218,108,15390,8433,88007
ZCTA5 88008,10239,80,22,7,91,39,8498,1459,88008
ZCTA5 88009,25,4,0,0,0,0,2,19,88009
ZCTA5 88011,32885,970,236,21,723,1003,14353,15439,88011
ZCTA5 88012,32550,749,241,26,586,361,21237,9239,88012
ZCTA5 88020,704,13,3,0,5,3,202,467,88020
ZCTA5 88021,16431,91,35,1,34,23,14956,1273,88021
ZCTA5 88022,1098,18,11,0,7,3,523,528,88022
ZCTA5 88023,2206,20,33,0,11,5,1771,350,88023
ZCTA5 88024,469,2,0,0,0,0,466,1,88024
ZCTA5 88025,227,4,2,0,0,0,20,201,88025
ZCTA5 88026,1590,16,11,0,14,3,1266,270,88026
ZCTA5 88027,683,5,2,0,0,0,630,44,88027
ZCTA5 88028,481,23,8,0,0,1,49,399,88028
ZCTA5 88029,1591,15,6,0,5,4,1349,210,88029
ZCTA5 88030,23831,478,137,12,223,156,15321,7456,88030
ZCTA5 88034,81,1,0,0,0,0,51,29,88034
ZCTA5 88038,380,14,1,0,0,1,76,282,88038
ZCTA5 88039,402,14,1,0,2,0,47,337,88039
ZCTA5 88040,96,3,0,0,0,0,18,75,88040
ZCTA5 88041,954,27,9,0,5,2,373,529,88041
ZCTA5 88042,353,11,2,1,1,2,75,261,88042
ZCTA5 88043,1525,39,7,0,10,0,1058,407,88043
ZCTA5 88044,3289,34,7,2,8,4,2568,647,88044
ZCTA5 88045,3222,48,8,5,9,7,2166,968,88045
ZCTA5 88046,718,37,11,0,5,2,451,206,88046
ZCTA5 88047,1897,19,7,1,8,5,1393,451,88047
ZCTA5 88048,3931,17,15,2,4,1,3673,201,88048
ZCTA5 88049,973,25,14,0,10,6,270,640,88049
ZCTA5 88051,112,5,1,0,0,2,18,85,88051
ZCTA5 88052,291,5,7,0,4,3,100,171,88052
ZCTA5 88053,269,6,6,0,3,2,39,213,88053
ZCTA5 88055,44,3,0,0,0,1,13,27,88055
ZCTA5 88056,237,7,3,0,0,1,30,190,88056
ZCTA5 88061,17429,496,148,17,185,160,7617,8702,88061
ZCTA5 88063,11408,29,5,0,14,11,11086,224,88063
ZCTA5 88065,715,10,14,1,4,5,294,386,88065
ZCTA5 88072,2563,20,15,1,12,0,2351,156,88072
ZCTA5 88081,18079,162,131,3,129,47,15360,2180,88081
ZCTA5 88101,45651,1733,230,34,2479,726,20859,19386,88101
ZCTA5 88103,35,5,0,0,6,1,9,13,88103
ZCTA5 88112,128,5,0,0,0,0,17,106,88112
ZCTA5 88113,75,2,1,0,1,0,30,41,88113
ZCTA5 88114,54,4,0,0,0,0,8,42,88114
ZCTA5 88115,26,1,0,0,0,0,4,21,88115
ZCTA5 88116,460,7,3,0,2,1,137,303,88116
ZCTA5 88118,216,2,2,0,0,0,39,171,88118
ZCTA5 88119,1582,43,4,3,3,4,627,898,88119
ZCTA5 88120,217,7,2,0,0,1,44,160,88120
ZCTA5 88121,135,6,0,1,0,0,7,121,88121
ZCTA5 88124,1043,44,11,0,0,1,176,807,88124
ZCTA5 88125,44,3,0,0,1,0,22,18,88125
ZCTA5 88126,45,1,1,0,1,0,19,23,88126
ZCTA5 88130,18027,533,156,18,438,173,8059,8551,88130
ZCTA5 88132,229,3,0,0,0,0,33,193,88132
ZCTA5 88134,92,4,0,1,0,0,20,67,88134
ZCTA5 88135,1576,55,9,1,28,4,802,669,88135
ZCTA5 88136,58,0,0,0,0,0,11,45,88136
ZCTA5 88201,26471,681,180,13,300,439,11497,13274,88201
ZCTA5 88203,30162,567,168,13,554,150,20039,8535,88203
ZCTA5 88210,18571,443,184,10,135,112,9815,7728,88210
ZCTA5 88220,40762,1049,308,33,643,456,19739,18283,88220
ZCTA5 88230,4658,62,27,2,8,8,3251,1268,88230
ZCTA5 88231,3339,101,17,0,33,3,1747,1425,88231
ZCTA5 88232,3026,32,30,1,84,6,1815,1058,88232
ZCTA5 88240,42386,912,263,19,2041,494,26238,12236,88240
ZCTA5 88242,8126,235,35,0,70,43,3789,3924,88242
ZCTA5 88244,1247,0,69,0,103,0,747,328,88244
ZCTA5 88250,300,18,3,0,2,1,100,169,88250
ZCTA5 88252,2327,54,11,0,11,0,1435,816,88252
ZCTA5 88253,961,22,8,0,0,6,575,349,88253
ZCTA5 88254,183,0,1,0,0,0,38,144,88254
ZCTA5 88255,79,2,2,0,2,0,26,47,88255
ZCTA5 88256,1974,15,15,0,9,10,1345,579,88256
ZCTA5 88260,15569,215,71,2,233,93,10582,4306,88260
ZCTA5 88262,33,5,2,0,0,0,8,17,88262
ZCTA5 88263,169,2,1,0,1,0,118,47,88263
ZCTA5 88264,48,4,2,0,0,1,16,25,88264
ZCTA5 88265,252,7,3,0,3,0,117,122,88265
ZCTA5 88267,1074,25,4,0,3,2,506,534,88267
ZCTA5 88268,9,1,0,0,0,0,2,6,88268
ZCTA5 88301,1341,39,29,1,6,6,551,702,88301
ZCTA5 88310,35935,1768,351,103,1735,779,11544,19439,88310
ZCTA5 88311,951,47,12,0,10,13,178,688,88311
ZCTA5 88312,2735,74,5,0,4,9,439,2191,88312
ZCTA5 88314,215,5,2,0,0,0,96,110,88314
ZCTA5 88316,2304,72,8,0,9,10,489,1694,88316
ZCTA5 88317,1953,95,13,0,8,3,251,1564,88317
ZCTA5 88318,352,13,1,0,0,0,108,228,88318
ZCTA5 88321,146,3,4,0,0,0,66,72,88321
ZCTA5 88323,23,0,0,0,0,0,7,16,88323
ZCTA5 88324,100,3,0,0,0,0,50,47,88324
ZCTA5 88325,949,30,3,0,2,7,114,778,88325
ZCTA5 88330,3810,383,12,37,391,132,705,2125,88330
ZCTA5 88336,313,13,7,0,1,3,195,93,88336
ZCTA5 88337,2325,110,22,4,23,13,605,1531,88337
ZCTA5 88338,189,9,0,0,0,0,47,131,88338
ZCTA5 88339,768,27,7,0,3,2,95,631,88339
ZCTA5 88340,4022,57,3444,0,5,5,425,82,88340
ZCTA5 88341,650,36,9,0,0,0,109,488,88341
ZCTA5 88342,35,3,0,1,2,0,3,26,88342
ZCTA5 88343,58,6,0,0,0,4,36,11,88343
ZCTA5 88344,145,4,1,0,0,0,17,121,88344
ZCTA5 88345,8423,301,228,5,28,87,2512,5213,88345
ZCTA5 88346,3128,83,140,1,13,18,1632,1222,88346
ZCTA5 88347,149,8,1,0,0,0,16,121,88347
ZCTA5 88348,394,2,3,1,1,1,237,143,88348
ZCTA5 88349,22,0,0,0,3,0,5,10,88349
ZCTA5 88350,349,7,1,0,1,1,41,295,88350
ZCTA5 88351,165,4,0,0,0,0,71,85,88351
ZCTA5 88352,4747,158,199,0,32,17,1982,2336,88352
ZCTA5 88353,305,16,0,0,1,3,232,53,88353
ZCTA5 88354,103,2,0,0,1,0,7,93,88354
ZCTA5 88355,152,3,0,0,6,0,43,100,88355
ZCTA5 88401,6813,178,46,0,88,44,3467,2962,88401
ZCTA5 88410,92,3,0,0,1,0,11,77,88410
ZCTA5 88411,78,0,0,0,0,0,2,76,88411
ZCTA5 88414,50,1,0,0,0,0,21,28,88414
ZCTA5 88415,3194,68,53,3,64,5,1416,1571,88415
ZCTA5 88416,206,8,0,0,0,2,53,143,88416
ZCTA5 88417,80,3,0,0,0,0,34,43,88417
ZCTA5 88418,303,10,1,0,0,0,94,197,88418
ZCTA5 88419,183,14,2,0,0,1,35,131,88419
ZCTA5 88421,45,1,0,0,0,1,35,8,88421
ZCTA5 88422,43,7,0,0,0,0,7,29,88422
ZCTA5 88424,121,5,1,0,1,0,20,94,88424
ZCTA5 88426,1204,28,7,1,0,0,241,923,88426
ZCTA5 88427,150,6,0,0,0,0,14,129,88427
ZCTA5 88430,90,4,0,0,0,0,19,66,88430
ZCTA5 88431,37,2,0,0,0,0,23,12,88431
ZCTA5 88434,303,8,3,0,1,4,95,192,88434
ZCTA5 88435,3593,53,38,0,63,46,2783,589,88435
ZCTA5 88436,134,1,0,1,0,0,9,123,88436
ZCTA5 88439,21,0,0,0,0,0,11,10,88439
ZCTA5 89001,876,25,0,4,4,5,49,781,89001
ZCTA5 89002,37603,2348,161,205,1470,1664,6273,25304,89002
ZCTA5 89003,902,46,15,2,13,7,162,652,89003
ZCTA5 89004,266,9,6,1,0,6,14,225,89004
ZCTA5 89005,14941,631,78,15,154,220,1364,12425,89005
ZCTA5 89007,1142,57,0,0,8,8,304,765,89007
ZCTA5 89008,1242,45,17,3,38,6,96,1037,89008
ZCTA5 89010,333,22,8,0,2,3,108,190,89010
ZCTA5 89011,34456,2229,145,274,3242,3619,8023,16737,89011
ZCTA5 89012,35211,2098,120,205,1728,3377,4983,22485,89012
ZCTA5 89013,261,10,2,0,3,1,25,220,89013
ZCTA5 89014,40761,2735,172,412,3882,3233,9824,20225,89014
ZCTA5 89015,41203,2538,298,293,3179,1481,8966,24238,89015
ZCTA5 89017,187,3,2,2,0,0,13,166,89017
ZCTA5 89018,1026,100,2,5,9,15,177,717,89018
ZCTA5 89019,2501,86,16,14,176,114,557,1530,89019
ZCTA5 89020,1158,39,13,4,42,7,493,546,89020
ZCTA5 89021,3270,120,13,1,12,20,294,2797,89021
ZCTA5 89022,133,4,2,1,7,7,13,99,89022
ZCTA5 89025,1194,42,192,0,8,9,351,585,89025
ZCTA5 89026,161,0,0,0,40,12,13,96,89026
ZCTA5 89027,17547,526,120,35,182,321,4291,12005,89027
ZCTA5 89029,8927,431,80,35,393,225,1462,6246,89029
ZCTA5 89030,56399,1187,153,305,10596,748,37770,5422,89030
ZCTA5 89031,73386,4574,229,868,14496,5011,25230,22584,89031
ZCTA5 89032,47324,2269,131,481,11831,2960,20137,9218,89032
ZCTA5 89034,2900,59,7,2,22,35,109,2658,89034
ZCTA5 89039,242,15,3,2,0,0,17,205,89039
ZCTA5 89040,3265,139,19,1,18,29,364,2688,89040
ZCTA5 89042,938,22,0,1,3,0,37,875,89042
ZCTA5 89043,1250,35,7,3,123,10,99,973,89043
ZCTA5 89044,27576,1697,71,104,1304,3710,3594,16976,89044
ZCTA5 89045,1574,70,42,8,9,7,152,1280,89045
ZCTA5 89046,562,34,7,3,21,7,68,418,89046
ZCTA5 89047,121,9,11,0,0,0,9,92,89047
ZCTA5 89048,25166,1368,183,126,704,578,3617,18425,89048
ZCTA5 89049,2499,116,26,5,59,32,266,1985,89049
ZCTA5 89052,59987,3885,143,469,3249,8461,8240,35214,89052
ZCTA5 89054,52,5,0,0,1,2,8,36,89054
ZCTA5 89060,11857,648,129,43,402,160,2085,8341,89060
ZCTA5 89061,7891,381,58,28,259,232,1106,5785,89061
ZCTA5 89070,5192,0,41,1,2008,159,1271,1710,89070
ZCTA5 89074,52243,3456,179,436,3487,4956,9924,29494,89074
ZCTA5 89081,40772,2490,136,476,10071,3456,14010,9867,89081
ZCTA5 89084,31369,2230,107,299,5849,3667,6540,12483,89084
ZCTA5 89085,4261,375,14,54,459,427,740,2147,89085
ZCTA5 89086,6149,410,15,52,1908,371,1713,1650,89086
